Test ID,Test name,Test type,Test param 1,Test param 2,Test param 3,Time [s],Trace 1,Trace 2,Trace 3,Trace 4,Trace 5,Trace 6,Trace 7,Trace 8,Trace 9,Trace 10,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,1,0.98,0.57,0.62,0.96,1,0.97,0.99,1,0,1,51.7,514.97,1.94,1.27,7.57,1.91
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,2,1,0.07,1,1,0.97,1,0.98,0.16,0.84,0.61,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,3,0.98,0.3,0,0.97,0,0.98,1,0.16,0.94,0.67,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,4,0.96,1,0.58,0.97,0.01,0.95,0.99,0.09,0.84,0.94,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,5,0.95,0.46,0.21,0.92,1,0.95,0.98,0.14,0.9,0.71,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,6,0.73,0,0,0.77,0.94,0.73,0.25,0.09,0.91,0.77,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,7,0.23,0.39,0.38,0.42,0.08,0.22,0.08,0.09,0.91,0.72,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,8,0.07,0.06,0.32,0.2,0.95,0.07,0,0.01,0.97,0,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,9,0.02,0.43,0.34,0.1,0.93,0.01,0.01,0,0.89,0.91,,,,,,
a50527a6-0276-493c-b41d-8d1ec590350c,Test 13,Type 6,Param 1.1,Param 2.1,Param 3.2,10,0,0.07,0.4,0,0.02,0,0.01,0.01,1,0.9,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,1,0.54,0.91,1,0.89,0,0.37,0.53,1,0,0.55,78.04,595.82,5.88,8.92,3.45,7.42
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,2,0.62,1,0.15,0.58,0,0.54,1,0,0.7,0,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,3,1,0.99,0.14,0,0.33,1,0.59,0.07,0.78,0.69,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,4,0.25,0,0.43,0.67,1,0.28,0.23,0.03,0.72,0.72,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,5,0.45,0.02,0.3,0.6,0,0.51,0,0.06,0.64,0.76,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,6,0,0.03,0.47,0.7,0,0,0.53,0,0.75,0.76,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,7,0.55,0.95,0.07,1,0,0.46,1,0.05,0.74,0.66,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,8,0.21,0.02,0,0.37,0.33,0.29,0.53,0.02,0.82,0.86,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,9,0.73,0.03,0.19,0.81,0.32,0.81,0.35,0.05,1,0.33,,,,,,
2b7f2f94-7f9f-4789-ba45-e667b59b0a43,Test 14,Type 7,Param 1.1,Param 2.1,Param 3.2,10,0.65,0.01,0.44,0.37,0.66,0.74,0.53,0.06,0.96,1,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,1,0.83,0.67,0.99,0.74,0.25,0.86,0.02,1,0,0.01,46.94,877.66,4.91,3.27,9.24,9.53
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,2,0.37,0.03,0.21,0.5,0.24,0.47,0,0.43,0.69,0.18,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,3,0.08,0.08,0.31,0.28,0,0.09,0,0.6,0.85,0.81,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,4,0,0.01,0.64,0.19,0,0,0.02,0.09,0.29,0,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,5,1,1,0.09,1,0.26,1,1,0.41,0.64,0.49,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,6,0.39,0.04,0.58,0.5,0,0.47,0.03,0.13,0.34,0,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,7,0.17,0,1,0.24,1,0.21,0.03,0.71,1,1,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,8,0.24,0.51,0,0,0.26,0.33,0.03,0.26,0.47,0.01,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,9,0.61,0.92,0.05,0.39,0,0.65,0.1,0.38,0.61,0.48,,,,,,
d78f79d2-e458-410c-99e4-b7607cc5efe2,Test 15,Type 1,Param 1.1,Param 2.1,Param 3.2,10,0.78,0.09,0.41,0.82,0.26,0.94,0.03,0,0.21,0.01,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,1,0.08,0.17,0,1,1,1,0.5,1,0,0.96,68.5,108.47,7.05,1.98,4.74,9.83
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,2,0,0.91,0.29,0.18,0.92,0,0,0.18,0.89,0.99,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,3,0.7,0.5,0.84,0.18,0.14,0.65,0.25,0,0.77,0.99,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,4,0.45,0,0.77,0.57,0,0.43,0.5,0.07,0.77,1,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,5,0.66,0.81,0.71,0.4,0.14,0.67,0.63,0,0.81,0.99,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,6,1,0.87,1,0,0.18,0.85,1,0.11,0.89,0.99,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,7,0.72,1,0.93,0.05,0.28,0.31,0.63,0.12,1,0.99,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,8,0.96,0.73,0.99,0.34,0.25,0.8,0.63,0.14,0.99,0.99,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,9,0.91,0.42,0.99,0.91,0.14,0.76,1,0.03,0.93,0.99,,,,,,
901288bd-1291-484c-b780-abe616fc96bb,Test 16,Type 1,Param 1.1,Param 2.1,Param 3.2,10,0.49,0.39,0.59,0.48,0.04,0.71,0.25,0.06,0.82,0,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,1,1,0.73,1,0.83,1,0.62,1,1,0.23,0.29,99.3,519.51,1.31,8.32,7.38,9.09
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,2,0.21,0,0.33,0.5,0,1,0.53,0.32,0.37,0.6,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,3,0.54,1,0.32,0.81,0.18,0.78,0.73,0.74,0.68,0.42,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,4,0.55,0.67,0.8,0,0.3,0,0.8,0.49,0.48,0.43,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,5,0.58,0.79,0.55,0.36,0.18,0.73,0.67,0.61,0.61,1,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,6,0.3,0.48,0.23,0.77,0.76,0.81,0.73,0.99,1,0.47,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,7,0.08,0.02,0.29,1,0.41,0.13,0.67,0.64,0.64,0,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,8,0.38,0.81,0.28,0.71,0.18,0.59,0.53,0.5,0.48,0.56,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,9,0,0.51,0,0.88,0.76,0.24,0,0.31,0.26,0.33,,,,,,
4148c58a-e851-4ea4-8577-d3fd35420d9a,Test 17,Type 5,Param 1.1,Param 2.1,Param 3.2,10,0.11,0.51,0.13,0.74,0.41,0.3,0.33,0,0,0.35,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,1,0.96,1,0.63,0.27,0.24,0.97,0.64,1,0,0,62.88,28.41,3.29,8.2,6.68,1.09
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,2,0.92,0.46,0.34,0.33,0.41,0.98,0.64,0,0.49,0.77,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,3,0.94,0.8,0.56,0.16,0.39,0.97,0.59,0.13,0.52,0.74,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,4,0.87,0.41,0.04,0.08,0.01,0.97,0.63,0.27,0.71,0.63,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,5,0.86,0,0,0.2,0.15,0.97,0.63,0.55,0.91,0.98,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,6,0.87,0.54,0,0,0,0.96,0.64,0.55,0.9,0.99,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,7,1,0.54,1,1,1,1,1,0.58,0.95,1,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,8,0.91,0.57,0.28,0.41,0.2,0.97,0.65,0.81,1,0.96,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,9,0.89,0.04,0.19,0.13,0.1,0.99,0.63,0.53,0.88,0.96,,,,,,
d48713e8-647f-49f5-b727-83c1b7b85a8d,Test 18,Type 1,Param 1.1,Param 2.1,Param 3.2,10,0,0.72,0.39,0.19,0.05,0,0,0.71,0.99,0.98,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,1,1,0.91,1,1,0.96,0.99,0.98,1,0.96,0.87,75.6,93.11,8.68,7.24,9.36,2.12
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,2,0.98,0.94,0.13,0.98,0.63,0.98,0.98,0.89,0.99,0.93,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,3,0.98,1,0.2,0.95,0.33,0.99,1,0.89,0.99,0.68,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,4,0.97,0.09,0.19,0.97,0,0.98,0.98,0.89,1,0.93,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,5,0.98,0.05,0.18,0.97,1,0.99,1,0.89,1,0.91,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,6,0.99,0.1,0.19,0.97,0.63,1,0.99,0.88,0.99,1,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,7,0.95,0.87,0.08,0.93,0.32,0.96,0.62,0.89,1,0.92,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,8,0.32,0,0,0.45,0.66,0.32,0.1,0.89,1,0.59,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,9,0.06,0.02,0.03,0.21,0.33,0.06,0,0.61,0.67,0.72,,,,,,
3b26c0cb-6220-491b-9b1d-339e7989cc6a,Test 19,Type 1,Param 1.1,Param 2.1,Param 3.2,10,0,0.86,0,0,0.67,0,0.04,0,0,0,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,1,0.57,0.47,0.73,0.89,1,0.49,1,1,1,1,71.8,571.84,6.3,5.63,8.18,3.9
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,2,0.53,0.45,0,0.33,0,0.64,0.97,0,0.03,0.19,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,3,0.24,0.46,0.48,0,0.67,0.06,0,0.04,0.15,0.21,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,4,0.16,0,0.86,0.87,0.72,0.29,0.73,0.04,0.2,0,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,5,0.1,0.02,0.18,0.23,0.25,0.35,0.89,0,0,0.25,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,6,0,0.08,0.74,0.34,0.69,0,1,0.02,0.03,0.24,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,7,1,1,0.47,1,0.59,0.66,1,0.02,0.01,0.16,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,8,0.76,0.45,0.23,0.7,0.23,1,0.38,0.03,0.05,0.2,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,9,0.48,0.44,1,0.36,0.86,0.47,0.95,0.17,1,0.47,,,,,,
9cf80e0b-b1a3-48ed-9f23-1012d6b7c0cf,Test 1,Type 1,Param 1.2,Param 2.1,Param 3.1,10,0.62,0.46,0.26,0.56,0.09,0.76,0.97,0.03,0.06,0.16,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,1,1,1,1,1,1,1,0.29,1,1,1,46.12,609.73,4.68,7.25,5.72,3.38
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,2,0.68,0.96,0.44,0.56,0.45,0.35,0,0.12,0.17,0.2,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,3,0,0,0,0.46,0.01,0.05,1,0.02,0.05,0,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,4,0.08,0,0.07,0.37,0.22,0.29,0.86,0.06,0.13,0.34,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,5,0.18,0.03,0,0.35,0,0.55,0.86,0.19,0.34,0.37,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,6,0.32,0.47,0.07,0,0.12,0.33,1,0.14,0.22,0.32,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,7,0.25,0.47,0.18,0.38,0.27,0,0.14,0,0,0.33,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,8,0.03,0.01,0.31,0.59,0.22,0.07,0.29,0.05,0.14,0.3,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,9,0.34,0.5,0.44,0.38,0.45,0.19,0.71,0.11,0.28,0.38,,,,,,
94ac0c7f-9eea-4571-b8a1-96cdae82a5e2,Test 2,Type 2,Param 1.2,Param 2.1,Param 3.1,10,0.21,0.04,0.51,0.12,0.56,0.64,1,0.1,0.23,0.07,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,1,0.78,1,0.34,0.45,0.32,0.08,1,1,1,1,13.25,901.05,2.65,9.26,5.42,3.36
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,2,0.19,0.01,0.09,0.85,0,0.56,0.93,0.05,0.14,0.16,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,3,1,1,0.13,0.96,0.24,0.37,1,0.05,0.11,0.27,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,4,0.12,0.01,0.01,0.87,0.13,0.43,0.93,0.01,0.04,0.42,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,5,0.27,0,1,0.7,1,0.43,0.93,0.18,0.31,0.21,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,6,0.49,0,0.18,1,0.26,1,0.86,0.11,0.31,0.5,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,7,0.71,0.96,0.32,0.45,0.32,0,1,0,0,0,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,8,0.6,0.48,0.12,0.62,0.12,0.57,0.93,0.1,0.29,0.53,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,9,0.25,0.03,0,0.8,0.07,0.65,0,0.08,0.22,0.37,,,,,,
b4727453-a4d1-4100-b9a4-30734f9f2bb8,Test 3,Type 3,Param 1.2,Param 2.1,Param 3.1,10,0,0.03,0.24,0,0.25,0.35,0.64,0.02,0.03,0.17,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,1,0.91,1,0,0.44,0,0.16,0,1,1,1,42.74,65.69,3.57,9.98,6.16,7.65
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,2,0.53,0.51,0.48,0.43,0.09,0.28,0.75,0.13,0.28,0.19,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,3,0.01,0,0.21,0.6,0.25,0.12,0.62,0,0,0,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,4,0,0,0.58,0,0.6,0.29,1,0.28,0.59,0.7,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,5,0,0.01,0.02,0.32,0.25,0.21,0.75,0.38,0.8,0.75,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,6,0.63,0.52,1,0.36,1,0.52,0.38,0.24,0.52,0.03,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,7,0.51,0.51,0.88,1,0.6,0,1,0.14,0.3,0.32,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,8,0.77,0.5,0.37,0.75,0.45,0.92,0.62,0.22,0.34,0.4,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,9,1,0.8,0.31,0.16,0.5,1,0.25,0.29,0.61,0.57,,,,,,
18848ffe-dbd1-4d72-8979-5a3a21fda4e6,Test 4,Type 3,Param 1.2,Param 2.1,Param 3.1,10,0.08,0.13,0.31,0.5,0.29,0,0.62,0.13,0.26,0.36,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,1,1,1,0.94,1,1,1,0.94,1,0,1,51.12,597.56,1.24,5.46,4.11,1.18
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,2,0.64,0.8,0.86,0.36,0.62,0.39,0.78,0.16,0.85,0.48,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,3,0.04,0,0.74,0.2,0.7,0.49,0.94,0,0.77,0.32,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,4,0.02,0.01,0.83,0,0.86,0.55,0.83,0.13,0.7,0.09,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,5,0,0,0.64,0.05,0.59,0.43,0.89,0.01,0.7,0.43,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,6,0.64,0.95,0.69,0.12,0.78,0,0.89,0.03,1,0.48,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,7,0.39,0.43,0.79,0.12,0.68,0.79,0,0.02,0.87,0.37,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,8,0.06,0.07,1,0.04,0.92,0.36,1,0.01,0.81,0,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,9,0.38,0.47,0,0.45,0,0.47,0.94,0,0.65,0.27,,,,,,
8bc2ab30-7b62-4d03-a369-fd20c1fc4806,Test 5,Type 3,Param 1.2,Param 2.1,Param 3.1,10,0.11,0.05,0.68,0.17,0.7,0.77,0.94,0.16,0.9,0.29,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,1,0.84,0.53,0.91,0.21,0.46,0.69,0.87,1,1,1,15.14,882.45,9.66,5.54,1.47,3.19
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,2,0.56,1,0,0.27,0.28,0.3,0.96,0.12,0.28,0.46,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,3,0,0.06,0.79,0.11,0.72,0.12,0.96,0.1,0.24,0.41,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,4,0.36,0.1,0.43,0.36,0.4,0.4,0.83,0.14,0.2,0.26,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,5,1,0,0.55,0,0.56,1,0.61,0.02,0.06,0.28,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,6,0.36,0.77,0.58,0.41,0.74,0.19,1,0.11,0.14,0.24,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,7,0.01,0.47,0.56,0.08,1,0,0.78,0.01,0.01,0,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,8,0.48,0.49,0.12,1,0,0.34,0.7,0.06,0.14,0.31,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,9,0.45,0.93,1,0.15,0.72,0.23,0,0.13,0.18,0.34,,,,,,
14a944b2-a104-4c6d-9da7-f4165967ade6,Test 6,Type 3,Param 1.2,Param 2.1,Param 3.1,10,0,0.03,0.64,0.17,0.68,0.14,0.87,0,0,0.24,,,,,,
96434cb6-ec1c-4ec3-81f2-c0270043f731,Test 7,Type 2,Param 1.2,Param 2.1,Param 3.1,1,1,1,0.35,1,0.72,1,0,1,1,1,38.9,638.73,9.78,3.62,6.24,8.36
96434cb6-ec1c-4ec3-81f2-c0270043f731,Test 7,Type 2,Param 1.2,Param 2.1,Param 3.1,2,0.39,0.05,0,0.22,0,0.52,0.85,0.3,0.45,0.44,,,,,,
96434cb6-ec1c-4ec3-81f2-c0270043f731,Test 7,Type 2,Param 1.2,Param 2.1,Param 3.1,3,0.67,0,0.35,0.61,0.48,0.82,0.54,0.02,0.04,0.21,,,,,,
